Q106605756	Öjendorfer_Damm
Q106605826	Rahlstedter_Bahnhofstraße
Q106605827	Rahlstedter_Dorfplatz
Q113015077	Rahlstedter_SC
Q106605828	Rahlstedter_Straße_(Hamburg)
Q106605829	Rahlstedter_Weg
Q15841622	Rainer_Abicht_Elbreederei
Q19964075	Rainvilleterrasse
Q114237850	Rainvilleterrasse_4
Q114809212	Raja-Ilinauk-Straße
Q106605831	Rantzaustraße_(Hamburg)
Q60666126	Rapfenschutzgebiet_Hamburger_Stromelbe_(FFH-Gebiet)
Q95470222	Raphael-Schule_(Hamburg)
Q114809214	Rappstraße_(Hamburg)
Q2132641	Rathaus_an_der_Trostbrücke
Q2132543	Rathaus_Harburg_(Hamburg)
Q112633503	Rathaus_Stellingen
Q106605832	Rathausstraße_(Hamburg)
Q18696778	Rathauswettern
Q56035928	Rathenaubrücke_(Hamburg)
Q106605833	Rathenaustraße_(Hamburg)
Q1527803	Ratsherrn
Q106605834	Ratsmühlendamm
Q106605835	Rautenbergstraße_(Hamburg)
Q19624774	RE1_(VMV)
Q19759336	Reclining_Figure:_Hand_-_Henry_Moore_(LH_709,_Hamburg)
Q106690028	Redderbarg
Q2136514	Reederei_Nord
Q106605836	Reekamp
Q106685195	Reemtsma-Park
Q111142048	Reeseberg_8
Q2136598	Reesendammbrücke
Q106690041	Reesestraße_(Hamburg)
Q66022920	Reformed_churches_in_Hamburg
Q108566836	Reformierte_Kirche_Ferdinandstraße_(Hamburg)
Q106605837	Regerstraße_(Hamburg)
Q58370259	Reginenortbrücke
Q106605838	Reginenstraße_(Hamburg)
Q1451393	Regionalpark_Rosengarten
Q106605839	Rehmbrook
Q79353948	Rehmkoppel
Q79346248	Rehmkoppelstieg
Q1532436	Reichenstraßenfleet
Q107453317	Reichsbahnstraße_(Hamburg)
Q41804671	Reichspräsident-Ebert-Kaserne
Q877270	Reiherstieg
Q114809215	Reiherstieg-Hauptdeich
Q20108770	Reiherstiegwettern
Q106605840	Reimerstwiete
Q106605841	Reinbeker_Redder
Q114809216	Reinbeker_Weg_(Hamburg)
Q110214746	Reinbeker_Weg_35
Q106605842	Reineckestraße_(Hamburg)
Q106605843	Reinholdstraße_(Hamburg)
Q106605844	Reismühle_(Hamburg)
Q2142054	Reitbrooker_Mühle
Q11945197	Reitbrooker_Sammelgraben
Q114809219	Reller_(Hamburg)
Q106605845	Rennbahnstraße_(Hamburg)
Q114809221	Rentzelstraße
Q106605846	Repsoldstraße_(Hamburg)
Q2146155	Rethe
Q2146149	Rethe-Hubbrücke
Q46162686	Rethe-Klappbrücke
Q106605847	Revaler_Straße_(Hamburg)
Q114809223	Reventlowstraße_(Hamburg)
Q24666139	Rhythmus_im_Raum_(Max_Bill,_Hamburg)
Q114809225	Richard-Dehmel-Straße_(Hamburg)
Q106605848	Richard-Linde-Weg_(Hamburg)
Q106605849	Richardstraße_(Hamburg)
Q106605850	Richterstraße_(Hamburg)
Q15126115	Rieckhof_Hamburg-Harburg
Q106605852	Rieckhoffstraße
Q921940	Rieckhuus
Q2152282	Riepenburg
Q1433126	Ring_1_(Hamburg)
Q20731702	Ring_2_(Hamburg)
Q29578566	Ring_3_(Hamburg)
Q73891418	Ringkanal_(Hamburg)
Q114809228	Ringstraße_(Hamburg)
Q106605853	Rissener_Dorfstraße
Q114809231	Rissener_Landstraße
Q106605854	Ritterstraße_(Hamburg)
Q106605855	Rittmerskamp
Q110889393	Roßberg_33_(Hamburg)
Q11946338	Roßkanal
Q114809238	Roßweg_(Hamburg)
Q106605856	Robert-Koch-Straße_(Hamburg)
Q114809232	Rockenhof_(Hamburg)
Q107855458	Rockspektakel
Q877543	Rodenbek_(river)
Q1402655	Rodenbeker_Quellental
Q106605857	Rodenbeker_Straße
Q100775203	Rodenkampgraben
Q106605858	Rodenkampweg
Q106605859	Rodigallee
Q108566839	Rogate-Kirche_Meiendorf
Q106605860	Roggenkamp_(Hamburg)
Q76414999	Rolfinckstraße
Q106605861	Rondeel_(Hamburg)
Q11946198	Rondeelkanal
Q106962782	Roonstraße_(Hamburg)
Q111508192	Rosentreppe
Q106605863	Rostocker_Straße_(Hamburg)
Q114809235	Rotbergfeld_(Hamburg)
Q684932	Rote_Flora
Q114809236	Rote-Kreuz-Straße_(Hamburg)
Q106605864	Rotenhäuser_Damm
Q106605865	Rotenhäuser_Straße
Q2168643	Rothenbaumchaussee
Q106605866	Rothenhauschaussee
Q106605867	Rothestraße_(Hamburg)
Q1971275	Rothsteinsmoor
Q114809239	Rubbertstraße
Q56426045	Rudolf-Steiner-Schule_Altona
Q56426028	Rudolf-Steiner-Schule_Bergedorf
Q106653069	Rudolf-Steiner-Schule_Bergstedt
Q56425966	Rudolf-Steiner-Schule_Harburg
Q56425985	Rudolf-Steiner-Schule_Nienstedten
Q56426010	Rudolf-Steiner-Schule_Wandsbek
Q106605871	Rudolphiplatz
Q63349276	Rugenberger_Hafen
Q15126487	Rugenberger_Schleuse
Q90887165	Rumbaumsche_Schule
Q114809241	Rumpffsweg
Q106460498	Rundbunker_Schwarzenbergstraße
Q106605872	Rungwisch
Q114809243	Ruschorter_Hauptdeich
Q109707540	Ruschorter_Hauptdeich_14
Q106605873	Rutschbahn_(Hamburg)
Q106605874	Ruwoldtweg
Q114809334	Sägemühlenstraße_(Hamburg)
Q113174068	Säule_mit_Figurengruppe_(E._Augustin)_HH-Billstedt
Q827919	Süderelbe
Q101088155	Süderschule_(Hamburg)
Q106605992	Süderstraße_(Hamburg)
Q11950701	Südkanal
Q106605993	Südring_(Hamburg)
Q35191095	Südseehaus
Q1373599	Südstormarnsche_Kreisbahn
Q25240847	Süllberg_(Hamburg)
Q106605995	Sülldorfer_Kirchenweg
Q114809247	Saarlandstraße_(Hamburg)
Q83365207	Saarlandstraße_30_(Hamburg)
Q106605875	Sachsenstieg_(Hamburg)
Q106605876	Sachsentor
Q106605877	Sachsenweg_(Hamburg)
Q114809252	Salomon-Heine-Weg
Q106605878	Salzburger_Häuser
Q106605879	Samlandweg
Q684896	Sammlung_Falckenberg
Q106605881	Sand_(Hamburg)
Q96376034	Sandbrücke
Q106605882	Sandtorkai
Q78163753	Sandtorpark
Q108431349	Sandwisch_25
Q108433749	Sandwisch_66
Q106605880	San-Francisco-Straße_(Hamburg)
Q62269147	Sanitaspark
Q114809254	Sanitasstraße
Q106690031	Sankt_Anscharplatz
Q114809255	Sankt_Pauli_Fischmarkt
Q114809257	Sankt_Pauli_Hafenstraße
Q1310244	Sankt-Ansgar-Schule
Q60230421	Santa_Pauli_2018
Q2225573	Saselbek
Q77985025	Saselbekstraße
Q77653273	Saseler_Chaussee
Q75157122	Saseler_Damm
Q77984063	Saseler_Kamp
Q78168204	Saseler_Markt
Q78365838	Saseler_Parkweg
Q106605883	Saseler_Straße
Q106188068	Saseler_Straße_21
Q114809258	Saseler_Weg_(Hamburg)
Q108093858	Sasel-Haus
Q114809260	Saselheider_Weg
Q16220573	S-Bahn_station_Hamburg-Sülldorf
Q800301	S-Bahn_Werk_Ohlsdorf
Q4732127	S-Bahnhof_Allermöhe
Q19460179	S-Bahnhof_Alte_Wöhr
Q4842883	S-Bahnhof_Bahrenfeld
Q18619176	S-Bahnhof_Billwerder-Moorfleet
Q5274507	S-Bahnhof_Diebsteich
Q75177199	S-Bahnhof_Elbbrücken
Q5353739	S-Bahnhof_Elbgaustraße
Q5454411	S-Bahnhof_Fischbek
Q19412939	S-Bahnhof_Friedrichsberg
Q5644290	S-Bahnhof_Hamburg_Airport
Q70585725	S-Bahnhof_Hamburg-Altona
Q800872	S-Bahnhof_Hammerbrook
Q246179	S-Bahnhof_Harburg_Rathaus
Q10519311	S-Bahnhof_Heimfeld
Q5875382	S-Bahnhof_Hochkamp
Q19572551	S-Bahnhof_Hoheneichen
Q16220663	S-Bahnhof_Iserbrook
Q322276	S-Bahnhof_Jungfernstieg
Q6453924	S-Bahnhof_Königstraße
Q6420149	S-Bahnhof_Klein_Flottbek
Q19462857	S-Bahnhof_Kornweg
Q16220800	S-Bahnhof_Landwehr
Q800874	S-Bahnhof_Langenfelde
Q18619271	S-Bahnhof_Mittlerer_Landweg
Q18619282	S-Bahnhof_Nettelnburg
Q18748608	S-Bahnhof_Neuwiedenthal
Q7108695	S-Bahnhof_Othmarschen
Q100326416	S-Bahnhof_Ottensen
Q7229516	S-Bahnhof_Poppenbüttel
Q18752621	S-Bahnhof_Rübenkamp
Q3266264	S-Bahnhof_Reeperbahn
Q16220502	S-Bahnhof_Rissen
Q16220806	S-Bahnhof_Rothenburgsort
Q7607259	S-Bahnhof_Stellingen
Q321523	S-Bahnhof_Sternschanze
Q18619356	S-Bahnhof_Tiefstack
Q7917951	S-Bahnhof_Veddel
Q108285186	S-Bahnhof_Wandsbeker_Chaussee
Q19572665	S-Bahnhof_Wellingsbüttel
Q800878	S-Bahnhof_Wilhelmsburg
Q19377130	S-Bahnlinie_S1_(Hamburg)
Q1289009	SC_Alstertal-Langenhorn
Q16849583	SC_Germania_Hamburg
Q179432	SC_Sperber_Hamburg
Q477694	SC_Victoria_Hamburg
Q106605886	Schädlerstraße
Q106605887	Schäferkampsallee
Q106605906	Schöne_Aussicht_(Hamburg)
Q114809289	Schönenfelder_Straße
Q104244416	Schönenfelder_Wettern
Q106605915	Schützenstraße_(Hamburg)
Q106605884	Schaarmarkt
Q106605885	Schaarsteinweg
Q2231063	Schanzenstraße_(Hamburg)
Q106605888	Scharbeutzer_Straße_(Hamburg)
Q3073	Scharhörn
Q27477461	Scharhörnbake
Q106605889	Scharnskamp
Q106605890	Schaudinnstwiete
Q106605891	Schauenburgerstraße_(Hamburg)
Q114809262	Schedestraße_(Hamburg)
Q114809264	Scheel-Plessen-Straße
Q106605892	Schellerdamm
Q2233069	Schellfischtunnel
Q106605893	Schellingstraße_(Hamburg)
Q114809266	Schemmannstraße_(Hamburg)
Q106605894	Schenefelder_Landstraße_(Hamburg)
Q106605895	Schenkendorfstraße_(Hamburg)
Q973440	Schibli-Tunnel
Q109885682	Schicksal_(Lederer)
Q11947911	Schießplatzgraben
Q106605896	Schierenberg_(Hamburg)
Q106605897	Schierenkamp
Q11947917	Schiffsgraben
Q2235346	Schiffswerft_W._Holst
Q18710607	Schillerdenkmal_(Hamburg)
Q828944	Schillingsbek
Q14912602	Schimmelmann-Mausoleum
Q11947916	Schippelsmoorgraben
Q106605902	Schlüterstraße_(Hamburg)
Q114809267	Schlachthofbrücke_(Hamburg)
Q106605898	Schlachthofstraße_(Hamburg)
Q106605899	Schlankreye
Q469798	Schleemer_Bach
Q28442539	Schleidenbrücke
Q96577708	Schleidenhof_(auch:_PRO-Burg_genannt)
Q15606208	Schleidenpark
Q114809269	Schlenzigstraße
Q114809270	Schlettstadter_Straße_(Hamburg)
Q114809272	Schleusenbrücke_(Hamburg)
Q1518034	Schleusengraben_(Bergedorf)
Q11947925	Schleusenkanal
Q20108865	Schlinz
Q55833757	Schloßmühlendamm
Q114809273	Schloßstraße_(Hamburg)
Q2240259	Schloss_Bergedorf
Q2243628	Schloss_Stillhorn
Q2244736	Schlosswerft
Q106605901	Schluchtweg_(Hamburg)
Q2246310	Schmidt_Theater
Q68898062	Schmidts_Tivoli
Q114809275	Schmiedestraße_(Hamburg)
Q106605903	Schmilinskystraße_(Hamburg)
Q106605904	Schmuggelstieg_(Langenhorner_Seite)
Q1971309	Schnaakenmoor
Q114809276	Schnackenburgallee
Q98545570	Schnelsener_Moorgraben
Q15837708	Schnitger_organ_in_St._Pankratius_(Hamburg-Ochsenwerder)
Q2030180	Schnitger_organ_in_St._Pankratiuskirche_(Hamburg-Neuenfelde)
Q106605905	Schnuckendrift_(Hamburg)
Q19964124	Schokoladenfabrik_Wendenstraße
Q18630587	Schopenstehl
Q114809278	Schorchtstraße_(Hamburg)
Q106605907	Schottmüllerstraße_(Hamburg)
Q106605908	Schottweg_(Hamburg)
Q1653113	Schröderstift,_Hamburg
Q114809279	Schröderstiftstraße
Q114809281	Schröderstiftweg
Q114809285	Schrödersweg_(Hamburg)
Q106605909	Schrammsweg_(Hamburg)
Q114809286	Schubackstraße
Q114258652	Schulberg_(Hamburg)
Q114244665	Schulberg_6_(Hamburg)
Q106605910	Schulbergredder
Q106714154	Schule_Öjendorfer_Damm
Q106830168	Schule_Ahrensburger_Weg
Q105728688	Schule_Ahrensburger_Weg_30
Q83181694	Schule_Alsterdorfer_Straße
Q79775811	Schule_Alsterpalais
Q104533988	Schule_Alsterredder
Q101843230	Schule_Altengamme-Deich
Q84313176	Schule_Alter_Teichweg
Q77411846	Schule_Altonaer_Straße
Q106574696	Schule_am_Baakenhafen
Q110627878	Schule_Am_Brink
Q83797487	Schule_am_Eichtalpark
Q114332183	Schule_am_Hannoverschen_Bahnhof
Q108900941	Schule_Am_Johannisland
Q105734960	Schule_am_Park_Mitte_Altona
Q100690409	Schule_am_See_(Hamburg)
Q105886437	Schule_Am_Soldatenfriedhof
Q106600402	Schule_Am_Sooren
Q107938369	Schule_An_den_Teichwiesen
Q91318675	Schule_an_der_Burgweide
Q87994993	Schule_An_der_Gartenstadt
Q97012345	Schule_An_der_Glinder_Au
Q86218157	Schule_An_der_Isebek
Q68196879	Schule_An_der_Seebek
Q105856349	Schule_An_der_Twiete
Q105687133	Schule_Anckelmannstraße
Q106765638	Schule_Angerstraße_11
Q106758686	Schule_Angerstraße_33
Q108486639	Schule_Angerstraße_4
Q106766943	Schule_Angerstraße_7
Q88885510	Schule_Anna-Susanna-Stieg
Q91021583	Schule_Appelhoff
Q98119872	Schule_Archenholzstraße
Q108460429	Schule_Armgartstraße
Q88769171	Schule_Arnkielstraße
Q106091467	Schule_Arp-Schnitger-Stieg
Q66382940	Schule_auf_der_Uhlenhorst
Q84411414	Schule_auf_der_Veddel
Q106043392	Schule_Böttcherkamp
Q90500071	Schule_Baererstraße
Q1912003	Schule_Bahrenfelder_Steindamm
Q85515286	Schule_Bahrenfelder_Straße
Q83852784	Schule_Ballerstaedtweg
Q91078364	Schule_Bandwirkerstraße
Q111127803	Schule_Barlachstraße_(Hamburg)
Q83261633	Schule_Barmbeker_Straße
Q106189395	Schule_Bekassinenau
Q106684054	Schule_Bekkamp
Q103918825	Schule_Beltgens_Garten
Q83847350	Schule_Benzenbergweg
Q106653464	Schule_Bergstedter_Alte_Landstraße
Q101422124	Schule_Berner_Au
Q105079569	Schule_Bernstorffstraße
Q89885379	Schule_Billbrookdeich
Q110212326	Schule_Billwerder_Straße
Q102046697	Schule_Binderstraße
Q73144455	Schule_Bindfeldweg
Q104161504	Schule_Binnenfeldredder
Q105674959	Schule_Bleickenallee_5
Q102271786	Schule_Bogenstraße_59
Q98959224	Schule_Bonhoefferstraße_(Hamburg)
Q100695327	Schule_Borchertring
Q96206898	Schule_Borgweg_(Hamburg)
Q106447857	Schule_Bornheide
Q65983194	Schule_Bovestraße
Q108105466	Schule_Bramfelder_Dorfplatz
Q66759508	Schule_Brehmweg
Q105675369	Schule_Brekelbaums_Park_10
Q105672529	Schule_Brekelbaums_Park_6
Q106178512	Schule_Brockdorffstraße_2
Q106601450	Schule_Brockdorffstraße_64
Q83613574	Schule_Brucknerstraße_1
Q100862633	Schule_Brucknerstraße_17
Q96324153	Schule_Budapester_Straße_(Hamburg)
Q106493177	Schule_Bunatwiete
Q106229543	Schule_Bundesstraße_94
Q828746	Schule_Burgstraße_(Hamburg)
Q73372934	Schule_Burgunderweg
Q105085490	Schule_Carsten-Rehder-Straße
Q1610621	Schule_Caspar-Voght-Straße
Q106689374	Schule_Charlottenburger_Straße_(Hamburg)
Q113840251	Schule_Curschmannstraße
Q74353135	Schule_Döhrnstraße
Q96050422	Schule_Daimlerstraße_(Hamburg)
Q106594361	Schule_Deepenhorn
Q107177097	Schule_Dempwolffstraße
Q84562355	Schule_Denksteinweg
Q107358495	Schule_Durchdeich
Q107926004	Schule_Duvenstedter_Markt
Q72714858	Schule_Eberhofweg
Q104218816	Schule_Eckerkoppel
Q90788455	Schule_Eckernförder_Straße_(Hamburg)
Q80439526	Schule_Eduardstraße_(Hamburg)
Q68301160	Schule_Edwin-Scharff-Ring
Q113452723	Schule_Eenstock
Q65966927	Schule_Ehestorfer_Weg
Q114057362	Schule_Eilbektal
Q107214961	Schule_Elfenwiese
Q102225456	Schule_Elversweg
Q108441185	Schule_Enckeplatz
Q84044645	Schule_Erikastraße_(Hamburg)
Q107292980	Schule_Ernst-Bergeest-Weg
Q2250964	Schule_Ernst-Henning-Straße
Q101243139	Schule_Eschenweg_(Hamburg)
Q106434751	Schule_Estebogen
Q107008746	Schule_Eulenkamp
Q107711128	Schule_Eulenkrugstraße
Q89194014	Schule_Fährstraße_(Hamburg)
Q113453212	Schule_Fabriciusstraße
Q102350327	Schule_Fahrenkrön
Q94940977	Schule_Fahrenort
Q108922262	Schule_Fischbeker_Moor
Q108117975	Schule_Flughafenstraße
Q108732863	Schule_Flurstraße_(Hamburg)
Q29015734	Schule_Foorthkamp_36
Q96240424	Schule_Foorthkamp_42
Q66086082	Schule_Forsmannstraße
Q102809670	Schule_Francoper_Straße
Q96768845	Schule_Franzosenkoppel
Q106974451	Schule_Friedastraße
Q105762318	Schule_Friedrich-Frank-Bogen
Q96323882	Schule_Friedrichstraße_(Hamburg)
Q89565071	Schule_Frohmestraße
Q98842754	Schule_Fuchsbergredder
Q65884118	Schule_Furtweg
Q107136547	Schule_Göhlbachtal
Q66771579	Schule_Genslerstraße
Q108429115	Schule_Glückstädter_Weg
Q96142416	Schule_Goosacker
Q66828871	Schule_Grützmühlenweg
Q104776433	Schule_Grabenstraße_(Hamburg)
Q109622645	Schule_Gramkowweg
Q101086209	Schule_Grellkamp
Q103868580	Schule_Großlohering
Q100695339	Schule_Gropiusring
Q106013290	Schule_Grotefendweg
Q108199820	Schule_Grumbrechtstraße
Q106380967	Schule_Gustav-Falke-Straße
Q106631187	Schule_Hübbesweg
Q106345762	Schule_Hüllenkamp
Q106020440	Schule_Hammer_Straße
Q108295286	Schule_Hanhoopsfeld
Q98543042	Schule_Hartsprung
Q106311750	Schule_Hasenweg_(Hamburg)
Q66424316	Schule_Hasselbrook
Q111129847	Schule_Hastedtstraße
Q108899692	Schule_Hausbrucher_Bahnhofstraße
Q99769241	Schule_Hauskoppelstieg
Q66619165	Schule_Hegholt
Q89758812	Schule_Heidacker
Q105808497	Schule_Heidhorst
Q108921122	Schule_Heidrand_(Hamburg)
Q105957285	Schule_Heidstücken
Q113452573	Schule_Heinrich-Helbing-Straße
Q106871411	Schule_Hemmingstedter_Weg
Q98813571	Schule_Hermannstal
Q101438840	Schule_Hermelinweg
Q105339076	Schule_Hinrichsenstraße
Q70079885	Schule_Hinsbleek
Q80192323	Schule_Hinter_der_Lieth
Q95995949	Schule_Hirtenweg
Q89423737	Schule_Hohe_Landwehr
Q106611695	Schule_Hohnerkamp
Q98688077	Schule_Horner_Weg_89
Q84316381	Schule_Humboldtstraße_(Hamburg)
Q105658745	Schule_Humboldtstraße_89_(Hamburg)
Q106155065	Schule_Imstedt
Q108936733	Schule_In_der_alten_Forst
Q66132745	Schule_Iserbarg
Q98538735	Schule_Isestraße
Q106583155	Schule_Islandstraße
Q106726848	Schule_Jenfelder_Straße
Q109744410	Schule_Königstraße_(Hamburg)
Q111842998	Schule_Kahlkamp
Q106189731	Schule_Kamminer_Straße
Q108250585	Schule_Kapellenweg_(Hamburg)
Q91231682	Schule_Karl-Arnold-Ring_11
Q104218681	Schule_Karlshöhe
Q101110646	Schule_Kellinghusenstraße
Q90398717	Schule_Kielkamp
Q106362973	Schule_Kielkoppelstraße
Q65982888	Schule_Kielortallee
Q106634425	Schule_Kirchenheerweg
Q102280446	Schule_Kirchwerder_Hausdeich
Q95985256	Schule_Klein_Flottbeker_Weg
Q67015448	Schule_Knauerstraße_(Hamburg)
Q101111269	Schule_Koppel_(Hamburg)
Q1335750	Schule_Krausestraße_(Hamburg)
Q72712047	Schule_Krohnstieg
Q96143243	Schule_Kroonhorst
Q105529704	Schule_Kupferredder
Q104243476	Schule_Kurdamm
Q67776584	Schule_Kurze_Straße_(Hamburg)
Q66317581	Schule_Lämmersieth
Q113827709	Schule_Löwenstraße_(Hamburg)
Q105111671	Schule_Ladenbeker_Weg
Q96472977	Schule_Laeiszstraße
Q96747194	Schule_Langbargheide
Q108892593	Schule_Lange_Striepen
Q84311026	Schule_Langenfort
Q105964811	Schule_Lehmkuhlenweg
Q66475528	Schule_Lehmweg_(Hamburg)
Q104163467	Schule_Leuschnerstraße
Q101419944	Schule_Lienaustraße
Q96193592	Schule_Lohkampstraße
Q96196008	Schule_Lohmühlen
Q101147276	Schule_Lokstedter_Damm
Q77401082	Schule_Ludwigstraße_(Hamburg)
Q108749847	Schule_Luruper_Hauptstraße
Q67080552	Schule_Lutterothstraße_34-36
Q96621117	Schule_Lutterothstraße_78-80
Q99769685	Schule_Möllner_Landstraße
Q108133568	Schule_Müssenredder
Q96481418	Schule_Marckmannstraße
Q90544408	Schule_Maretstraße
Q105582402	Schule_Margit-Zinke-Straße
Q105973722	Schule_Marschweg_(Hamburg)
Q105822402	Schule_Max-Eichholz-Ring
Q71816980	Schule_Mendelssohnstraße
Q104120358	Schule_Mendelstraße_(Hamburg)
Q109348553	Schule_Mittlerer_Landweg
Q87812665	Schule_Molkenbuhrstraße
Q73383505	Schule_Moorflagen
Q106223142	Schule_Moorkamp
Q108380256	Schule_Musäusstraße
Q66424652	Schule_Nettelnburg
Q72713589	Schule_Neubergerweg
Q91629430	Schule_Neuenfelder_Straße
Q99175818	Schule_Neuhöfer_Damm
Q109004347	Schule_Neuländer_Elbdeich
Q100346301	Schule_Neumoorstück
Q96349042	Schule_Neustädter_Straße_(Hamburg)
Q108923231	Schule_Neuwiedenthaler_Straße
Q83705929	Schule_Niekampsweg
Q106421247	Schule_Niendorfer_Marktplatz
Q97727037	Schule_Nydamer_Weg
Q107245637	Schule_Nymphenweg
Q72800715	Schule_Ohkamp
Q66207487	Schule_Ohlenkamp
Q108900958	Schule_Ohrnsweg
Q69997193	Schule_Oktaviostraße
Q84562959	Schule_Oppelner_Straße
Q96106972	Schule_Osdorfer_Weg
Q96761865	Schule_Othmarscher_Kirchenweg
Q106600812	Schule_Paracelsusstraße_(Hamburg)
Q112136953	Schule_Paul-Sorge-Straße
Q91915261	Schule_Perlstieg
Q108441163	Schule_Peterstraße_(Hamburg)
Q69392493	Schule_Poppenbüttler_Stieg
Q104033412	Schule_Potsdamer_Straße_(Hamburg)
Q96481746	Schule_Pröbenweg
Q91629628	Schule_Prassekstraße
Q96309242	Schule_Querkamp
Q81826230	Schule_Rönneburg
Q89559652	Schule_Rönnkamp
Q89580733	Schule_Röthmoorweg
Q98930377	Schule_Rahewinkel
Q101007213	Schule_Rahlstedter_Höhe
Q106324234	Schule_Rahlstedter_Straße
Q91915892	Schule_Rahmwerder_Straße
Q66220777	Schule_Ratsmühlendamm
Q106641512	Schule_Redderbarg
Q105836264	Schule_Reinbeker_Redder
Q63425818	Schule_Rellinger_Straße
Q99769207	Schule_Rhiemsweg_6
Q21040646	Schule_Richard-Linde-Weg
Q66424265	Schule_Richardstraße_(Hamburg)
Q79122670	Schule_Robert-Koch-Straße_(Hamburg)
Q91915328	Schule_Rotenhäuser_Damm
Q91915307	Schule_Rotenhäuser_Straße
Q89100083	Schule_Rothestraße
Q77038955	Schule_Rungwisch
Q104120298	Schule_Sander_Straße
Q108308191	Schule_Scheeßeler_Kehre
Q96080443	Schule_Schenefelder_Landstraße
Q96654782	Schule_Schierenberg
Q104057104	Schule_Schimmelmannstraße
Q1665442	Schule_Schlankreye
Q108901865	Schule_Schnuckendrift
Q99693647	Schule_Schulbergredder_13
Q110776250	Schule_Schulbergredder_21
Q110776825	Schule_Schulbergredder_21a
Q105755159	Schule_Schulkamp
Q106468643	Schule_Schwarzenbergstraße
Q102114376	Schule_Schwenckestraße_91-93
Q1626887	Schule_Seilerstraße_(Hamburg)
Q100543458	Schule_Sengelmannstraße
Q73391939	Schule_Sethweg
Q110103408	Schule_Sieker_Landstraße
Q107273539	Schule_Sinstorfer_Weg
Q94575952	Schule_Snitgerreihe
Q107804901	Schule_Sportplatzring
Q98637369	Schule_Steinadlerweg
Q106508942	Schule_Steinfeldtstraße
Q67779294	Schule_Stengelestraße
Q104712838	Schule_Sternschanze
Q98959575	Schule_Sterntalerstraße
Q80689857	Schule_Stockflethweg
Q85103561	Schule_Strenge
Q101552579	Schule_Surenland
Q94939626	Schule_Swatten_Weg
Q107972775	Schule_Tegelweg
Q66592721	Schule_Telemannstraße
Q100874534	Schule_Tessenowweg
Q105333789	Schule_Thadenstraße
Q2250978	Schule_Tieloh
Q93975098	Schule_Tonndorf
Q79474336	Schule_Tornquiststraße
Q107972747	Schule_Traberweg
Q96075516	Schule_Trenknerweg
Q66437907	Schule_Turmweg
Q111049882	Schule_Uferstraße_10
Q111043336	Schule_Uferstraße_9
Q105728762	Schule_Vörn_Barkholt
Q95467122	Schule_Veermoor
Q74423181	Schule_Vizelinstraße
Q108320018	Schule_Voßberg
Q109969508	Schule_Von-Essen-Straße
Q105582966	Schule_Von-Moltke-Bogen
Q16318311	Schule_vor_dem_Holstentor
Q96745681	Schule_Vorhornweg
Q105710596	Schule_Wagnerstraße_(Hamburg)
Q105714307	Schule_Waitzstraße
Q98816419	Schule_Weddestraße
Q105975737	Schule_Wedeler_Landstraße
Q80587537	Schule_Wegenkamp
Q105836621	Schule_Weidemoor
Q106225778	Schule_Weidenstieg_(Hamburg)
Q2250980	Schule_Wendenstraße_166
Q107097470	Schule_Wendenstraße_268
Q107453872	Schule_Wentorfer_Straße
Q96143223	Schule_Wesperloh
Q108198266	Schule_Weusthoffstraße
Q66424303	Schule_Wielandstraße_(Hamburg)
Q106528024	Schule_Wildschwanbrook
Q90818602	Schule_Windmühlenweg
Q107352122	Schule_Woellmerstraße
Q104776808	Schule_Wohlwillstraße
Q66807306	Schule_Wrangelstraße_(Hamburg)
Q91915341	Schule_Zeidlerstraße
Q108666003	Schule_Zeughausmarkt
Q106976842	Schule_Zitzewitzstraße
Q93221607	Schule_Zollenspieker
Q877586	Schulenbrooksbek
Q106605911	Schulenburgring_(Hamburg)
Q106605912	Schulkamp_(Hamburg)
Q2251558	Schulterblatt_(Hamburg)
Q106605913	Schultzweg_(Hamburg)
Q106605914	Schumannstraße_(Hamburg)
Q114809288	Schwalbenplatz_(Hamburg)
Q106605916	Schwalbenstraße_(Hamburg)
Q106605917	Schwanenwik
Q19308838	Schwanenwikbrücke
Q106605918	Schwarzenbergstraße_(Hamburg)
Q2255344	Schweenssand
Q106605919	Schwenckestraße
Q102076317	Schwenckestraße_98-100
Q106605920	Schwenweg
Q114809291	Sechslingspforte
Q106605921	Sedanstraße_(Hamburg)
Q106521764	Sedanstraße_19_(Hamburg)
Q328859	Seebek
Q2265353	Seemannsclub_Duckdalben
Q63373189	Seemannskirche_St._Clemens_am_Hafen
Q11948015	Seesreingraben
Q2265712	Seevekanal
Q114809292	Seewartenstraße
Q23774735	Segelflugplatz_Boberg
Q106605922	Seilerstraße_(Hamburg)
Q106605923	Semperstraße_(Hamburg)
Q477155	Senate_of_Hamburg
Q879725	Sender_Billwerder-Moorfleet
Q1500917	Sender_Hamburg-Rahlstedt
Q106605924	Sengelmannstraße
Q106677811	Serrahnbrücke
Q106605925	Serrahnstraße
Q106605926	Sethweg
Q106605927	Seumestraße_(Hamburg)
Q106605928	Shanghaiallee_(Hamburg)
Q2279838	Shopping-Center_Hamburger_Meile
Q106605929	Sichter
Q114809294	Sieberlingstraße
Q111600518	Sieberlingstraße_7
Q104245114	Siedenfelder_Wettern
Q2559657	Siedlung_Wensenbalken
Q1466024	Siegessäule_(Altona)
Q114809295	Siegfried-Wedells-Platz
