Q106605756	Öjendorfer Damm
Q106605993	Südring (Hamburg)
Q35191095	Südseehaus
Q1373599	Südstormarnsche Kreisbahn
Q25240847	Süllberg (Hamburg)
Q106605995	Sülldorfer Kirchenweg
Q114809247	Saarlandstraße (Hamburg)
Q83365207	Saarlandstraße 30 (Hamburg)
Q106605875	Sachsenstieg (Hamburg)
Q106605876	Sachsentor
Q106605877	Sachsenweg (Hamburg)
Q114809252	Salomon-Heine-Weg
Q106605878	Salzburger Häuser
Q106605879	Samlandweg
Q684896	Sammlung Falckenberg
Q106605881	Sand (Hamburg)
Q96376034	Sandbrücke
Q106605882	Sandtorkai
Q78163753	Sandtorpark
Q108431349	Sandwisch 25
Q108433749	Sandwisch 66
Q106605880	San-Francisco-Straße (Hamburg)
Q62269147	Sanitaspark
Q114809254	Sanitasstraße
Q106690031	Sankt Anscharplatz
Q114809255	Sankt Pauli Fischmarkt
Q114809257	Sankt Pauli Hafenstraße
Q1310244	Sankt-Ansgar-Schule
Q60230421	Santa Pauli 2018
Q2225573	Saselbek
Q77985025	Saselbekstraße
Q77653273	Saseler Chaussee
Q75157122	Saseler Damm
Q77984063	Saseler Kamp
Q78168204	Saseler Markt
Q78365838	Saseler Parkweg
Q106605883	Saseler Straße
Q106188068	Saseler Straße 21
Q114809258	Saseler Weg (Hamburg)
Q108093858	Sasel-Haus
Q114809260	Saselheider Weg
Q16220573	S-Bahn station Hamburg-Sülldorf
Q800301	S-Bahn Werk Ohlsdorf
Q4732127	S-Bahnhof Allermöhe
Q19460179	S-Bahnhof Alte Wöhr
Q4842883	S-Bahnhof Bahrenfeld
Q18619176	S-Bahnhof Billwerder-Moorfleet
Q5274507	S-Bahnhof Diebsteich
Q75177199	S-Bahnhof Elbbrücken
Q5353739	S-Bahnhof Elbgaustraße
Q5454411	S-Bahnhof Fischbek
Q19412939	S-Bahnhof Friedrichsberg
Q5644290	S-Bahnhof Hamburg Airport
Q70585725	S-Bahnhof Hamburg-Altona
Q800872	S-Bahnhof Hammerbrook
Q246179	S-Bahnhof Harburg Rathaus
Q10519311	S-Bahnhof Heimfeld
Q5875382	S-Bahnhof Hochkamp
Q19572551	S-Bahnhof Hoheneichen
Q16220663	S-Bahnhof Iserbrook
Q322276	S-Bahnhof Jungfernstieg
Q6453924	S-Bahnhof Königstraße
Q6420149	S-Bahnhof Klein Flottbek
Q19462857	S-Bahnhof Kornweg
Q16220800	S-Bahnhof Landwehr
Q800874	S-Bahnhof Langenfelde
Q18619271	S-Bahnhof Mittlerer Landweg
Q18619282	S-Bahnhof Nettelnburg
Q18748608	S-Bahnhof Neuwiedenthal
Q7108695	S-Bahnhof Othmarschen
Q100326416	S-Bahnhof Ottensen
Q7229516	S-Bahnhof Poppenbüttel
Q18752621	S-Bahnhof Rübenkamp
Q3266264	S-Bahnhof Reeperbahn
Q16220502	S-Bahnhof Rissen
Q16220806	S-Bahnhof Rothenburgsort
Q7607259	S-Bahnhof Stellingen
Q321523	S-Bahnhof Sternschanze
Q18619356	S-Bahnhof Tiefstack
Q7917951	S-Bahnhof Veddel
Q108285186	S-Bahnhof Wandsbeker Chaussee
Q19572665	S-Bahnhof Wellingsbüttel
Q800878	S-Bahnhof Wilhelmsburg
Q19377130	S-Bahnlinie S1 (Hamburg)
Q1289009	SC Alstertal-Langenhorn
Q16849583	SC Germania Hamburg
Q179432	SC Sperber Hamburg
Q477694	SC Victoria Hamburg
Q106605886	Schädlerstraße
Q106605887	Schäferkampsallee
Q106605906	Schöne Aussicht (Hamburg)
Q114809289	Schönenfelder Straße
Q104244416	Schönenfelder Wettern
Q106605915	Schützenstraße (Hamburg)
Q106605884	Schaarmarkt
Q106605885	Schaarsteinweg
Q2231063	Schanzenstraße (Hamburg)
Q106605888	Scharbeutzer Straße (Hamburg)
Q3073	Scharhörn
Q27477461	Scharhörnbake
Q106605889	Scharnskamp
Q106605890	Schaudinnstwiete
Q106605891	Schauenburgerstraße (Hamburg)
Q114809262	Schedestraße (Hamburg)
Q114809264	Scheel-Plessen-Straße
Q106605892	Schellerdamm
Q2233069	Schellfischtunnel
Q106605893	Schellingstraße (Hamburg)
Q114809266	Schemmannstraße (Hamburg)
Q106605894	Schenefelder Landstraße (Hamburg)
Q106605895	Schenkendorfstraße (Hamburg)
Q973440	Schibli-Tunnel
Q109885682	Schicksal (Lederer)
Q11947911	Schießplatzgraben
Q106605896	Schierenberg (Hamburg)
Q106605897	Schierenkamp
Q11947917	Schiffsgraben
Q2235346	Schiffswerft W. Holst
Q18710607	Schillerdenkmal (Hamburg)
Q828944	Schillingsbek
Q14912602	Schimmelmann-Mausoleum
Q11947916	Schippelsmoorgraben
Q106605902	Schlüterstraße (Hamburg)
Q114809267	Schlachthofbrücke (Hamburg)
Q106605898	Schlachthofstraße (Hamburg)
Q106605899	Schlankreye
Q469798	Schleemer Bach
Q28442539	Schleidenbrücke
Q96577708	Schleidenhof (auch: PRO-Burg genannt)
Q15606208	Schleidenpark
Q114809269	Schlenzigstraße
Q114809270	Schlettstadter Straße (Hamburg)
Q114809272	Schleusenbrücke (Hamburg)
Q1518034	Schleusengraben (Bergedorf)
Q11947925	Schleusenkanal
Q20108865	Schlinz
Q55833757	Schloßmühlendamm
Q114809273	Schloßstraße (Hamburg)
Q2240259	Schloss Bergedorf
Q2243628	Schloss Stillhorn
Q2244736	Schlosswerft
Q106605901	Schluchtweg (Hamburg)
Q2246310	Schmidt Theater
Q68898062	Schmidts Tivoli
Q114809275	Schmiedestraße (Hamburg)
Q106605903	Schmilinskystraße (Hamburg)
Q106605904	Schmuggelstieg (Langenhorner Seite)
Q1971309	Schnaakenmoor
Q114809276	Schnackenburgallee
Q98545570	Schnelsener Moorgraben
Q15837708	Schnitger organ in St. Pankratius (Hamburg-Ochsenwerder)
Q2030180	Schnitger organ in St. Pankratiuskirche (Hamburg-Neuenfelde)
Q106605905	Schnuckendrift (Hamburg)
Q19964124	Schokoladenfabrik Wendenstraße
Q18630587	Schopenstehl
Q114809278	Schorchtstraße (Hamburg)
Q106605907	Schottmüllerstraße (Hamburg)
Q106605908	Schottweg (Hamburg)
Q1653113	Schröderstift, Hamburg
Q114809279	Schröderstiftstraße
Q114809281	Schröderstiftweg
Q114809285	Schrödersweg (Hamburg)
Q106605909	Schrammsweg (Hamburg)
Q114809286	Schubackstraße
Q114258652	Schulberg (Hamburg)
Q114244665	Schulberg 6 (Hamburg)
Q106605910	Schulbergredder
Q106714154	Schule Öjendorfer Damm
Q106830168	Schule Ahrensburger Weg
Q105728688	Schule Ahrensburger Weg 30
Q83181694	Schule Alsterdorfer Straße
Q79775811	Schule Alsterpalais
Q104533988	Schule Alsterredder
Q101843230	Schule Altengamme-Deich
Q84313176	Schule Alter Teichweg
Q77411846	Schule Altonaer Straße
Q106574696	Schule am Baakenhafen
Q110627878	Schule Am Brink
Q83797487	Schule am Eichtalpark
Q114332183	Schule am Hannoverschen Bahnhof
Q108900941	Schule Am Johannisland
Q105734960	Schule am Park Mitte Altona
Q100690409	Schule am See (Hamburg)
Q105886437	Schule Am Soldatenfriedhof
Q106600402	Schule Am Sooren
Q107938369	Schule An den Teichwiesen
Q91318675	Schule an der Burgweide
Q87994993	Schule An der Gartenstadt
Q97012345	Schule An der Glinder Au
Q86218157	Schule An der Isebek
Q68196879	Schule An der Seebek
Q105856349	Schule An der Twiete
Q105687133	Schule Anckelmannstraße
Q106765638	Schule Angerstraße 11
Q106758686	Schule Angerstraße 33
Q108486639	Schule Angerstraße 4
Q106766943	Schule Angerstraße 7
Q88885510	Schule Anna-Susanna-Stieg
Q91021583	Schule Appelhoff
Q98119872	Schule Archenholzstraße
Q108460429	Schule Armgartstraße
Q88769171	Schule Arnkielstraße
Q106091467	Schule Arp-Schnitger-Stieg
Q66382940	Schule auf der Uhlenhorst
Q84411414	Schule auf der Veddel
Q106043392	Schule Böttcherkamp
Q90500071	Schule Baererstraße
Q1912003	Schule Bahrenfelder Steindamm
Q85515286	Schule Bahrenfelder Straße
Q83852784	Schule Ballerstaedtweg
Q91078364	Schule Bandwirkerstraße
Q111127803	Schule Barlachstraße (Hamburg)
Q83261633	Schule Barmbeker Straße
Q106189395	Schule Bekassinenau
Q106684054	Schule Bekkamp
Q103918825	Schule Beltgens Garten
Q83847350	Schule Benzenbergweg
Q106653464	Schule Bergstedter Alte Landstraße
Q101422124	Schule Berner Au
Q105079569	Schule Bernstorffstraße
Q89885379	Schule Billbrookdeich
Q110212326	Schule Billwerder Straße
Q102046697	Schule Binderstraße
Q73144455	Schule Bindfeldweg
Q104161504	Schule Binnenfeldredder
Q105674959	Schule Bleickenallee 5
Q102271786	Schule Bogenstraße 59
Q98959224	Schule Bonhoefferstraße (Hamburg)
Q100695327	Schule Borchertring
Q96206898	Schule Borgweg (Hamburg)
Q106447857	Schule Bornheide
Q65983194	Schule Bovestraße
Q108105466	Schule Bramfelder Dorfplatz
Q66759508	Schule Brehmweg
Q105675369	Schule Brekelbaums Park 10
Q105672529	Schule Brekelbaums Park 6
Q106178512	Schule Brockdorffstraße 2
Q106601450	Schule Brockdorffstraße 64
Q83613574	Schule Brucknerstraße 1
Q100862633	Schule Brucknerstraße 17
Q96324153	Schule Budapester Straße (Hamburg)
Q106493177	Schule Bunatwiete
Q106229543	Schule Bundesstraße 94
Q828746	Schule Burgstraße (Hamburg)
Q73372934	Schule Burgunderweg
Q105085490	Schule Carsten-Rehder-Straße
Q1610621	Schule Caspar-Voght-Straße
Q106689374	Schule Charlottenburger Straße (Hamburg)
Q113840251	Schule Curschmannstraße
Q74353135	Schule Döhrnstraße
Q96050422	Schule Daimlerstraße (Hamburg)
Q106594361	Schule Deepenhorn
Q107177097	Schule Dempwolffstraße
Q84562355	Schule Denksteinweg
Q107358495	Schule Durchdeich
Q107926004	Schule Duvenstedter Markt
Q72714858	Schule Eberhofweg
Q104218816	Schule Eckerkoppel
Q90788455	Schule Eckernförder Straße (Hamburg)
Q80439526	Schule Eduardstraße (Hamburg)
Q68301160	Schule Edwin-Scharff-Ring
Q113452723	Schule Eenstock
Q65966927	Schule Ehestorfer Weg
Q114057362	Schule Eilbektal
Q107214961	Schule Elfenwiese
Q102225456	Schule Elversweg
Q108441185	Schule Enckeplatz
Q84044645	Schule Erikastraße (Hamburg)
Q107292980	Schule Ernst-Bergeest-Weg
Q2250964	Schule Ernst-Henning-Straße
Q101243139	Schule Eschenweg (Hamburg)
Q106434751	Schule Estebogen
Q107008746	Schule Eulenkamp
Q107711128	Schule Eulenkrugstraße
Q89194014	Schule Fährstraße (Hamburg)
Q113453212	Schule Fabriciusstraße
Q102350327	Schule Fahrenkrön
Q94940977	Schule Fahrenort
Q108922262	Schule Fischbeker Moor
Q108117975	Schule Flughafenstraße
Q108732863	Schule Flurstraße (Hamburg)
Q29015734	Schule Foorthkamp 36
Q96240424	Schule Foorthkamp 42
Q66086082	Schule Forsmannstraße
Q102809670	Schule Francoper Straße
Q96768845	Schule Franzosenkoppel
Q106974451	Schule Friedastraße
Q105762318	Schule Friedrich-Frank-Bogen
Q96323882	Schule Friedrichstraße (Hamburg)
Q89565071	Schule Frohmestraße
Q98842754	Schule Fuchsbergredder
Q65884118	Schule Furtweg
Q107136547	Schule Göhlbachtal
Q66771579	Schule Genslerstraße
Q108429115	Schule Glückstädter Weg
Q96142416	Schule Goosacker
Q66828871	Schule Grützmühlenweg
Q104776433	Schule Grabenstraße (Hamburg)
Q109622645	Schule Gramkowweg
Q101086209	Schule Grellkamp
Q103868580	Schule Großlohering
Q100695339	Schule Gropiusring
Q106013290	Schule Grotefendweg
Q108199820	Schule Grumbrechtstraße
Q106380967	Schule Gustav-Falke-Straße
Q106631187	Schule Hübbesweg
Q106345762	Schule Hüllenkamp
Q106020440	Schule Hammer Straße
Q108295286	Schule Hanhoopsfeld
Q98543042	Schule Hartsprung
Q106311750	Schule Hasenweg (Hamburg)
Q66424316	Schule Hasselbrook
Q111129847	Schule Hastedtstraße
Q108899692	Schule Hausbrucher Bahnhofstraße
Q99769241	Schule Hauskoppelstieg
Q66619165	Schule Hegholt
Q89758812	Schule Heidacker
Q105808497	Schule Heidhorst
Q108921122	Schule Heidrand (Hamburg)
Q105957285	Schule Heidstücken
Q113452573	Schule Heinrich-Helbing-Straße
Q106871411	Schule Hemmingstedter Weg
Q98813571	Schule Hermannstal
Q101438840	Schule Hermelinweg
Q105339076	Schule Hinrichsenstraße
Q70079885	Schule Hinsbleek
Q80192323	Schule Hinter der Lieth
Q95995949	Schule Hirtenweg
Q89423737	Schule Hohe Landwehr
Q106611695	Schule Hohnerkamp
Q98688077	Schule Horner Weg 89
Q84316381	Schule Humboldtstraße (Hamburg)
Q105658745	Schule Humboldtstraße 89 (Hamburg)
Q106155065	Schule Imstedt
Q108936733	Schule In der alten Forst
Q66132745	Schule Iserbarg
Q98538735	Schule Isestraße
Q106583155	Schule Islandstraße
Q106726848	Schule Jenfelder Straße
Q109744410	Schule Königstraße (Hamburg)
Q111842998	Schule Kahlkamp
Q106189731	Schule Kamminer Straße
Q108250585	Schule Kapellenweg (Hamburg)
Q91231682	Schule Karl-Arnold-Ring 11
Q104218681	Schule Karlshöhe
Q101110646	Schule Kellinghusenstraße
Q90398717	Schule Kielkamp
Q106362973	Schule Kielkoppelstraße
Q65982888	Schule Kielortallee
Q106634425	Schule Kirchenheerweg
Q102280446	Schule Kirchwerder Hausdeich
Q95985256	Schule Klein Flottbeker Weg
Q67015448	Schule Knauerstraße (Hamburg)
Q101111269	Schule Koppel (Hamburg)
Q1335750	Schule Krausestraße (Hamburg)
Q72712047	Schule Krohnstieg
Q96143243	Schule Kroonhorst
Q105529704	Schule Kupferredder
Q104243476	Schule Kurdamm
Q67776584	Schule Kurze Straße (Hamburg)
Q66317581	Schule Lämmersieth
Q113827709	Schule Löwenstraße (Hamburg)
Q105111671	Schule Ladenbeker Weg
Q96472977	Schule Laeiszstraße
Q96747194	Schule Langbargheide
Q108892593	Schule Lange Striepen
Q84311026	Schule Langenfort
Q105964811	Schule Lehmkuhlenweg
Q66475528	Schule Lehmweg (Hamburg)
Q104163467	Schule Leuschnerstraße
Q101419944	Schule Lienaustraße
Q96193592	Schule Lohkampstraße
Q96196008	Schule Lohmühlen
Q101147276	Schule Lokstedter Damm
Q77401082	Schule Ludwigstraße (Hamburg)
Q108749847	Schule Luruper Hauptstraße
Q67080552	Schule Lutterothstraße 34-36
Q96621117	Schule Lutterothstraße 78-80
Q99769685	Schule Möllner Landstraße
Q108133568	Schule Müssenredder
Q96481418	Schule Marckmannstraße
Q90544408	Schule Maretstraße
Q105582402	Schule Margit-Zinke-Straße
Q105973722	Schule Marschweg (Hamburg)
Q105822402	Schule Max-Eichholz-Ring
Q71816980	Schule Mendelssohnstraße
Q104120358	Schule Mendelstraße (Hamburg)
Q109348553	Schule Mittlerer Landweg
Q87812665	Schule Molkenbuhrstraße
Q73383505	Schule Moorflagen
Q106223142	Schule Moorkamp
Q108380256	Schule Musäusstraße
Q66424652	Schule Nettelnburg
Q72713589	Schule Neubergerweg
Q91629430	Schule Neuenfelder Straße
Q99175818	Schule Neuhöfer Damm
Q109004347	Schule Neuländer Elbdeich
Q100346301	Schule Neumoorstück
Q96349042	Schule Neustädter Straße (Hamburg)
Q108923231	Schule Neuwiedenthaler Straße
Q83705929	Schule Niekampsweg
Q106421247	Schule Niendorfer Marktplatz
Q97727037	Schule Nydamer Weg
Q107245637	Schule Nymphenweg
Q72800715	Schule Ohkamp
Q66207487	Schule Ohlenkamp
Q108900958	Schule Ohrnsweg
Q69997193	Schule Oktaviostraße
Q84562959	Schule Oppelner Straße
Q96106972	Schule Osdorfer Weg
Q96761865	Schule Othmarscher Kirchenweg
Q106600812	Schule Paracelsusstraße (Hamburg)
Q112136953	Schule Paul-Sorge-Straße
Q91915261	Schule Perlstieg
Q108441163	Schule Peterstraße (Hamburg)
Q69392493	Schule Poppenbüttler Stieg
Q104033412	Schule Potsdamer Straße (Hamburg)
Q96481746	Schule Pröbenweg
Q91629628	Schule Prassekstraße
Q96309242	Schule Querkamp
Q81826230	Schule Rönneburg
Q89559652	Schule Rönnkamp
Q89580733	Schule Röthmoorweg
Q98930377	Schule Rahewinkel
Q101007213	Schule Rahlstedter Höhe
Q106324234	Schule Rahlstedter Straße
Q91915892	Schule Rahmwerder Straße
Q66220777	Schule Ratsmühlendamm
Q106641512	Schule Redderbarg
Q105836264	Schule Reinbeker Redder
Q63425818	Schule Rellinger Straße
Q99769207	Schule Rhiemsweg 6
Q21040646	Schule Richard-Linde-Weg
Q66424265	Schule Richardstraße (Hamburg)
Q79122670	Schule Robert-Koch-Straße (Hamburg)
Q91915328	Schule Rotenhäuser Damm
Q91915307	Schule Rotenhäuser Straße
Q89100083	Schule Rothestraße
Q77038955	Schule Rungwisch
Q104120298	Schule Sander Straße
Q108308191	Schule Scheeßeler Kehre
Q96080443	Schule Schenefelder Landstraße
Q96654782	Schule Schierenberg
Q104057104	Schule Schimmelmannstraße
Q1665442	Schule Schlankreye
Q108901865	Schule Schnuckendrift
Q99693647	Schule Schulbergredder 13
Q110776250	Schule Schulbergredder 21
Q110776825	Schule Schulbergredder 21a
Q105755159	Schule Schulkamp
Q106468643	Schule Schwarzenbergstraße
Q102114376	Schule Schwenckestraße 91-93
Q1626887	Schule Seilerstraße (Hamburg)
Q100543458	Schule Sengelmannstraße
Q73391939	Schule Sethweg
Q110103408	Schule Sieker Landstraße
Q107273539	Schule Sinstorfer Weg
Q94575952	Schule Snitgerreihe
Q107804901	Schule Sportplatzring
Q98637369	Schule Steinadlerweg
Q106508942	Schule Steinfeldtstraße
Q67779294	Schule Stengelestraße
Q104712838	Schule Sternschanze
Q98959575	Schule Sterntalerstraße
Q80689857	Schule Stockflethweg
Q85103561	Schule Strenge
Q101552579	Schule Surenland
Q94939626	Schule Swatten Weg
Q107972775	Schule Tegelweg
Q66592721	Schule Telemannstraße
Q100874534	Schule Tessenowweg
Q105333789	Schule Thadenstraße
Q2250978	Schule Tieloh
Q93975098	Schule Tonndorf
Q79474336	Schule Tornquiststraße
Q107972747	Schule Traberweg
Q96075516	Schule Trenknerweg
Q66437907	Schule Turmweg
Q111049882	Schule Uferstraße 10
Q111043336	Schule Uferstraße 9
Q105728762	Schule Vörn Barkholt
Q95467122	Schule Veermoor
Q74423181	Schule Vizelinstraße
Q108320018	Schule Voßberg
Q109969508	Schule Von-Essen-Straße
Q105582966	Schule Von-Moltke-Bogen
Q16318311	Schule vor dem Holstentor
Q96745681	Schule Vorhornweg
Q105710596	Schule Wagnerstraße (Hamburg)
Q105714307	Schule Waitzstraße
Q98816419	Schule Weddestraße
Q105975737	Schule Wedeler Landstraße
Q80587537	Schule Wegenkamp
Q105836621	Schule Weidemoor
Q106225778	Schule Weidenstieg (Hamburg)
Q2250980	Schule Wendenstraße 166
Q107097470	Schule Wendenstraße 268
Q107453872	Schule Wentorfer Straße
Q96143223	Schule Wesperloh
Q108198266	Schule Weusthoffstraße
Q66424303	Schule Wielandstraße (Hamburg)
Q106528024	Schule Wildschwanbrook
Q90818602	Schule Windmühlenweg
Q107352122	Schule Woellmerstraße
Q104776808	Schule Wohlwillstraße
Q66807306	Schule Wrangelstraße (Hamburg)
Q91915341	Schule Zeidlerstraße
Q108666003	Schule Zeughausmarkt
Q106976842	Schule Zitzewitzstraße
Q93221607	Schule Zollenspieker
Q877586	Schulenbrooksbek
Q106605911	Schulenburgring (Hamburg)
Q106605912	Schulkamp (Hamburg)
Q2251558	Schulterblatt (Hamburg)
Q106605913	Schultzweg (Hamburg)
Q106605914	Schumannstraße (Hamburg)
Q114809288	Schwalbenplatz (Hamburg)
Q106605916	Schwalbenstraße (Hamburg)
Q106605917	Schwanenwik
Q19308838	Schwanenwikbrücke
Q106605918	Schwarzenbergstraße (Hamburg)
Q2255344	Schweenssand
Q106605919	Schwenckestraße
Q102076317	Schwenckestraße 98-100
Q106605920	Schwenweg
Q114809291	Sechslingspforte
Q106605921	Sedanstraße (Hamburg)
Q106521764	Sedanstraße 19 (Hamburg)
Q328859	Seebek
Q2265353	Seemannsclub Duckdalben
Q63373189	Seemannskirche St. Clemens am Hafen
Q11948015	Seesreingraben
Q2265712	Seevekanal
Q114809292	Seewartenstraße
Q23774735	Segelflugplatz Boberg
Q106605922	Seilerstraße (Hamburg)
Q106605923	Semperstraße (Hamburg)
Q477155	Senate of Hamburg
Q879725	Sender Billwerder-Moorfleet
Q1500917	Sender Hamburg-Rahlstedt
Q106605924	Sengelmannstraße
Q106677811	Serrahnbrücke
Q106605925	Serrahnstraße
Q106605926	Sethweg
Q106605927	Seumestraße (Hamburg)
Q106605928	Shanghaiallee (Hamburg)
Q2279838	Shopping-Center Hamburger Meile
Q106605929	Sichter
Q114809294	Sieberlingstraße
Q111600518	Sieberlingstraße 7
Q104245114	Siedenfelder Wettern
Q2559657	Siedlung Wensenbalken
Q1466024	Siegessäule (Altona)
Q114809295	Siegfried-Wedells-Platz
Q106605930	Sieker Landstraße (Hamburg)
Q114809297	Siemersplatz
Q628586	Sierichstraße
Q100427343	Sierichstraße 53
Q27989808	Sievekingdamm
Q106605932	Sievekingplatz
Q27976665	Sievekingsallee
Q76307124	Sievers-Brunnen
Q2284605	Sievertsche Tongrube
Q106605933	Sillemstraße
Q108566840	Simeon-Kirche (Hamburg-Bramfeld)
Q108566841	Simon-Petrus-Kirche (Hamburg-Poppenbüttel)
Q106605934	Simon-von-Utrecht-Straße
Q114809298	Singapurweg
Q114809300	Sinstorfer Kirchweg
Q108311059	Sinstorfer Kirchweg 2
Q106605935	Sinstorfer Weg
Q79791281	Sitzende (Barbara Haeger)
Q29573096	Skagerrakbrücke (Hamburg)
Q11949949	Skagerrakkanal
Q111024315	Skulptur (Werner) SC Poppenbüttel Hamburg-Poppenbüttel
Q109329355	Skulptur vor dem Danske Hus in Hamburg-Altstadt
Q113231914	Skulpturengruppen (Schwenckestraße 98-100)
Q2294396	Slomanhaus (Hamburg)
Q106605936	Solferinostraße
Q78521006	Sonnenhöhe (Hamburg)
Q106605937	Sonnenweg (Hamburg)
Q18005132	Sonninkanal
Q2302679	Sophie-Barat-Schule
Q18336186	Sophienterrasse
Q111264405	Sophienterrasse 1a
Q114809303	Sorbenstraße (Hamburg)
Q15128885	Sowjetische Kriegsgräberstätte Hamburg-Bergedorf
Q106605938	Spadenteich
Q106605940	Spaldingstraße (Hamburg)
Q106605941	Speckenreye
Q114809304	Speckstraße (Hamburg)
Q15848128	Speersort
Q16831759	Speersort 12-14
Q26217273	Speicherstadtrathaus
Q15129004	Spiegel-Haus (HafenCity)
Q28066612	Spiegel-Kantine
Q2310135	Spielbudenplatz
Q15848187	Spitalerstraße
Q110944071	Sporthalle Hermann-Ruge-Weg
Q106605942	Sportplatzring (Hamburg)
Q51846171	Spreehafen
Q106605943	Springeltwiete
Q2801439	Sprinkenhof
Q91241367	Spritzenplatz (Hamburg)
Q99690387	Störtebeker-Haus
Q106605978	Störtebekerufer
Q106605991	Stübenhofer Weg
Q114809333	Stübenplatz
Q108566842	St. Agnes (Hamburg-Tonndorf)
Q105516171	St. Annen (Hamburg-Langenhorn)
Q110774946	St. Annenfleet
Q106605944	St. Annenplatz (Hamburg)
Q106605945	St. Annenufer (Hamburg)
Q28171313	St. Anschar (Hamburg-Eppendorf)
Q1746647	St. Ansgar (Hamburg-Neustadt)
Q108566844	St. Ansgar (Karl Heinz Engelin), Hamburg-Langenhorn
Q108566848	St. Antonius-Kirche (Hamburg-Winterhude)
Q106605946	St. Benedictstraße
Q78491795	St. Bernard (Hamburg-Poppenbüttel)
Q2801514	St. Bonifatius (Hamburg-Wilhelmsburg)
Q108566849	St. Bonifatiuskirche (Hamburg-Barmbek-Nord)
Q2317633	St. Bonifatius-Kirche (Hamburg-Eimsbüttel)
Q108566801	St. Bruder Konrad (Hamburg-Lurup)
Q108566851	St. Demetrius-Kirche (Hamburg-Fischbek)
Q108566856	St. Franz-Joseph-Kirche (Hamburg)
Q108566857	St. Gabriel (Hamburg-Volksdorf)
Q108566860	St. Gabrielskirche (Hamburg-Barmbek-Nord)
Q106605947	St. Georgs Kirchhof
Q114809306	St. Georgstraße (Hamburg)
Q1547632	St. Gertrud-Kirche (Hamburg-Altenwerder)
Q106605948	St. Jürgens Holz
Q564532	St. Jacobi (Hamburg)
Q2043377	St. Johannis (Curslack)
Q11722102	St. Johannis (Hamburg-Eppendorf)
Q108566863	St. Johannis (Hamburg-Steilshoop)
Q879271	St. Johannis-Kirche (Hamburg-Harvestehude)
Q1381959	St. Joseph (Hamburg-Wandsbek)
Q616790	St. Katharinen (Hamburg)
Q1422348	St. Lukaskirche (Hamburg-Fuhlsbüttel)
Q108566868	St. Maria (Hamburg-Harburg)
Q108566864	St. Maria- und St. Shmuni-Kirche (Hamburg-Sinstorf)
Q108566865	St. Marien (Hamburg-Bergedorf)
Q799877	St. Marien (Hamburg-Ohlsdorf)
Q108566867	St. Marien (Hamburg-Ottensen)
Q2321011	St. Markus (Hamburg-Hoheluft)
Q55743883	St. Martinus (Hamburg-Eppendorf)
Q16218469	St. Maximilian Kolbe (Hamburg-Wilhelmsburg)
Q19964010	St. Michael (Hamburg-Bergedorf)
Q108566869	St. Michael-Kirche (Hamburg-Sülldorf)
Q108566870	St. Michaelskapelle (Hamburg-Volksdorf)
Q1455043	St. Nicolai (Hamburg-Altengamme)
Q425622	St. Nikolai (Hamburg)
Q1422053	St. Nikolai (Hamburg-Harvestehude)
Q104247467	St. Olaf (Hamburg-Horn)
Q1481182	St. Pankratius, Neuenfelde
Q1259001	St. Pankratius (Ochsenwerder)
Q458970	St. Pauli-Landungsbrücken
Q108566871	St. Paulus Augustinus (Hamburg-Groß Flottbek)
Q1607806	St. Peter (Hamburg-Groß Borstel)
Q1531643	St. Petri (Altona)
Q1742725	St. Petri und St Pauli, Hamburg-Bergedorf
Q108566873	St. Petrus (Hamburg-Heimfeld)
Q1377140	St. Prokop-Kirche (Hamburg-Stellingen)
Q108566874	St. Simeonkirche (Hamburg-Osdorf)
Q1679407	St. Sophienkirche (Hamburg-Barmbek-Süd)
Q2801591	St. Stephan (Hamburg-Wandsbek)
Q108566875	St. Theresien (Hamburg-Altona)
Q1342586	St. Thomas a Becket Church (Hamburg)
Q109406407	St. Thomas Morus (Hamburg-Stellingen)
Q108566846	St.-Ansgar-Kirche (Hamburg-Niendorf)
Q108566850	St.-Christophorus-Kirche (Hamburg-Lohbrügge)
Q1425902	St.-Erichskirche (Hamburg-Rothenburgsort)
Q108566855	St.-Franziskus-Kirche (Hamburg-Barmbek-Nord)
Q108566859	St.-Gabriel-Kirche (Hamburg-Eidelstedt)
Q874288	St.-Gertrud-Kirche (Hamburg-Uhlenhorst)
Q108566861	St.-Jakobus-Kirche (Hamburg-Lurup)
Q108566862	St.-Johannes-Kapelle (Hamburg-Rothenburgsort)
Q1452652	St.-Johannis-Kirche (Altona)
Q2319467	St.-Johanniskirche (Hamburg-Harburg)
Q1467541	St.-Josephs-Kirche (St. Pauli)
Q2316651	St.-Pauli-Kirche (Hamburg-St. Pauli)
Q317892	St.-Pauli-Theater
Q106421197	Staatliche Fachschule für Sozialpädagogik - Anna-Warburg-Schule
Q106861487	Staatliche Fachschule für Sozialpädagogik Altona
Q96176846	Staatliche Jugendmusikschule Hamburg
Q2324644	Staats- und Universitätsbibliothek Hamburg
Q1487017	Staatsarchiv Hamburg
Q106605949	Stader Straße (Hamburg)
Q1627588	Stadion Hoheluft
Q114809307	Stadionstraße (Hamburg)
Q76175386	Stadtbahnstraße
Q107997406	Stadtbahnstraße 8
Q106605950	Stadtdeich (Hamburg)
Q29048962	Stadthallenbrücke
Q2327283	Stadthaus (Hamburg)
Q24547996	Stadthausbrücke
Q106605951	Stadthausbrücke (street)
