Q106605756	Category:%C3%96jendorfer_Damm
Q106605610	Category:Lappenbergsallee
Q106605611	Category:Lassallestra%C3%9Fe_(Hamburg)
Q106605612	Category:Lattenkamp
Q106605613	Category:Laufgraben_(Hamburg)
Q106605614	Category:Laukamp
Q60504060	Category:Le%C3%B3n-Br%C3%BCcke
Q114809004	Category:Legienstra%C3%9Fe_(Hamburg)
Q106605615	Category:Lehmkuhlenweg_(Hamburg)
Q106605616	Category:Lehmweg_(Hamburg)
Q106224098	Category:Lehrerinnenseminar_Hohe_Weide
Q975833	Category:Leine-Heide-Radweg
Q106605617	Category:Leinpfad_(Hamburg)
Q109911663	Category:Leinpfad_20_(Hamburg)
Q109884378	Category:Leinpfad_6_(Hamburg)
Q94700340	Category:Leinpfadbr%C3%BCcke
Q1242602	Category:Leinpfadkanal
Q114809005	Category:Lemsahler_Dorfplatz
Q106605618	Category:Lemsahler_Dorfstra%C3%9Fe
Q106605619	Category:Lemsahler_Landstra%C3%9Fe
Q106605620	Category:Lenhartzstra%C3%9Fe
Q106962784	Category:Leo-Leistikow-Allee_(Hamburg)
Q114809007	Category:Lerchenberg_(Hamburg)
Q106335720	Category:Lerchenfeld_(Hamburg)
Q98833892	Category:Lesende_(Karin_Hertz)_Hamburg-Poppenb%C3%BCttel
Q106605621	Category:Lesserstra%C3%9Fe_(Hamburg)
Q16832835	Category:Lessing-Denkmal_(Hamburg)
Q25089801	Category:Lessinghaus_(Hamburg)
Q1118191	Category:Lessing-Stadtteilschule
Q114809009	Category:Lessingstra%C3%9Fe_(Hamburg)
Q65240333	Category:Lessingtunnel
Q19289149	Category:Lettow-Vorbeck-Kaserne_(Hamburg)
Q1821374	Category:Leuchtfeuer_Seemannsh%C3%B6ft
Q1759209	Category:Leuchtturm_Bunth%C3%A4user_Spitze
Q1821415	Category:Leuchtturm_Ellerholzh%C3%B6ft
Q1821443	Category:Leuchtturm_Neuwerk
Q21561366	Category:Leuchtturm_Pagensand_S%C3%BCd
Q106605622	Category:Leuschnerstra%C3%9Fe_(Hamburg)
Q1821722	Category:Levantehaus
Q114809010	Category:Leverkusenstra%C3%9Fe_(Hamburg)
Q106605630	Category:Li%C3%9Fmannseck
Q1613747	Category:Lichtwarkschule
Q17617244	Category:Liedenkummer_Wettern
Q106605625	Category:Lienaustra%C3%9Fe_(Hamburg)
Q109689441	Category:Lighthouse_Zero
Q112324633	Category:Liliencronpark
Q106605626	Category:Lilienstra%C3%9Fe_(Hamburg)
Q106605627	Category:Lille_Torv_(Hamburg)
Q114809012	Category:Lindenallee_(Hamburg)
Q106605628	Category:Lindenstra%C3%9Fe_(Hamburg)
Q106605629	Category:Lippmannstra%C3%9Fe_(Hamburg)
Q1827909	Category:Lise-Meitner-Gymnasium_(Hamburg)
Q1865140	Category:Literaturhaus_Hamburg
Q114809013	Category:Litzowstra%C3%9Fe
Q38967434	Category:Logenhaus_Provinzialloge_von_Niedersachsen_(Hamburg)
Q18628792	Category:Lohbr%C3%BCgge-Nord
Q114809015	Category:Lohbr%C3%BCgger_Markt
Q106605631	Category:Lohhof_(Hamburg)
Q114809016	Category:Lohkoppel_(Hamburg)
Q106605632	Category:Lohkoppelstra%C3%9Fe
Q106605633	Category:Lohm%C3%BChlenstra%C3%9Fe_(Hamburg)
Q29439094	Category:Lohsepark
Q114809018	Category:Lohseplatz
Q106605634	Category:Lokstedter_Damm
Q114809020	Category:Lokstedter_Steindamm
Q114809021	Category:Lokstedter_Weg
Q1868756	Category:Lombardsbr%C3%BCcke
Q106605635	Category:Lothringer_Stra%C3%9Fe_(Hamburg)
Q106605636	Category:Lotsekai
Q114042	Category:Lotsenstation_Seemannsh%C3%B6ft
Q877591	Category:Lottbek
Q106690042	Category:Louis-Braille-Platz_(Hamburg)
Q94494786	Category:Louise-Schroeder-Schule_(Hamburg)
Q61858352	Category:LSG_Hamburger_Elbe
Q114809024	Category:Ludolfstra%C3%9Fe_(Hamburg)
Q106943857	Category:Ludowieg-Brunnen
Q106714178	Category:Ludwig-Erhard-Stra%C3%9Fe_(Hamburg)
Q106605639	Category:Ludwigstra%C3%9Fe_(Hamburg)
Q97860280	Category:Luftwerftgraben
Q1876688	Category:Luisen-Gymnasium_Bergedorf
Q106605640	Category:Luisenweg_(Hamburg)
Q108566814	Category:Lukas-Kirche_(Hamburg-Volksdorf)
Q106605641	Category:Lunapark_(Hamburg)
Q114809027	Category:Lupinenweg_(Hamburg)
Q111537282	Category:Lupinenweg_12_(Hamburg)
Q114809036	Category:Luruper_Chaussee
Q106605643	Category:Luruper_Hauptstra%C3%9Fe
Q108771846	Category:Luruper_Hauptstra%C3%9Fe_132
Q85782686	Category:Luruper_Moorgraben
Q106605644	Category:Lutherh%C3%B6he_(Hamburg)
Q108566815	Category:Lutherkirche_(Hamburg-Bahrenfeld)
Q108566817	Category:Lutherkirche_(Hamburg-Ei%C3%9Fendorf)
Q1877943	Category:Lutherkirche_(Hamburg-Wellingsb%C3%BCttel)
Q106605645	Category:Lutterothstra%C3%9Fe_(Hamburg)
Q106605689	Category:M%C3%B6llner_Landstra%C3%9Fe_(Hamburg)
Q76307576	Category:M%C3%B6nckebergbrunnen
Q534777	Category:M%C3%B6nckebergstra%C3%9Fe
Q106605690	Category:M%C3%B6nkedamm
Q114809118	Category:M%C3%B6rikestra%C3%9Fe_(Hamburg)
Q11938286	Category:M%C3%BCggenburger_Kanal
Q63349677	Category:M%C3%BCggenburger_Zollhafen
Q11938292	Category:M%C3%BChlenau_(Kollau)
Q1958461	Category:M%C3%BChlenberger_Loch
Q60666106	Category:M%C3%BChlenberger_Loch/Ne%C3%9Fsand_(FFH-Gebiet)
Q106605700	Category:M%C3%BChlenberger_Weg_(Hamburg)
Q106605701	Category:M%C3%BChlendamm_(Hamburg)
Q106605702	Category:M%C3%BChlenkamp_(Hamburg)
Q11938291	Category:M%C3%BChlenkampkanal
Q104244133	Category:M%C3%BChlenwettern
Q106605703	Category:M%C3%BClh%C3%A4user_Stra%C3%9Fe_(Hamburg)
Q60790824	Category:M%C3%BCllergraben
Q16218977	Category:M%C3%BCllverbrennungsanlage_Stellinger_Moor
Q1382755	Category:M%C3%BCllverwertung_Rugenberger_Damm
Q786693	Category:M%C3%BCmmelmannsberg
Q106605704	Category:M%C3%BCmmelmannsberg_(Stra%C3%9Fe)
Q114809119	Category:M%C3%BCnsterstra%C3%9Fe_(Hamburg)
Q106605706	Category:M%C3%BCnzstra%C3%9Fe_(Hamburg)
Q26794509	Category:M._Gl%C3%BCckstadt_%26_M%C3%BCnden,_Hamburg
Q15119174	Category:Maakenwerder_Hafen
Q1883431	Category:Madonna_der_Seefahrt
Q114809042	Category:Maetzelweg
Q1454081	Category:Magazin_(cinema)
Q114809043	Category:Magdalenenstra%C3%9Fe_(Hamburg)
Q106387681	Category:Magellan-Terrassen
Q87735861	Category:Mahnmal_f%C3%BCr_die_Opfer_des_Feuersturms
Q56027123	Category:Maiboom%27sche_Liebesbuche
Q106605646	Category:Malzweg_(Hamburg)
Q114809044	Category:Manilaweg
Q114809045	Category:Mannesallee
Q114809046	Category:Mansteinstra%C3%9Fe_(Hamburg)
Q106605648	Category:Marckmannstra%C3%9Fe
Q106387867	Category:Marco-Polo-Terrassen
Q28805437	Category:Marco-Polo-Tower
Q106605649	Category:Maretstra%C3%9Fe
Q106605650	Category:Margaretenstra%C3%9Fe_(Hamburg)
Q19295760	Category:Margaretha-Rothe-Gymnasium
Q21037163	Category:Margarine_Voss
Q106605651	Category:Margit-Zinke-Stra%C3%9Fe
Q1899666	Category:Mari%C3%A4_Himmelfahrt_(Hamburg-Rahlstedt)
Q106605652	Category:Maria-Louisen-Stra%C3%9Fe
Q108566818	Category:Maria-Magdalena-Kirche_(Hamburg-Osdorf)
Q114809049	Category:Marie-Jonas-Platz
Q114809053	Category:Marienburger_Allee_(Hamburg)
Q106605653	Category:Marienhof_in_Hamburg-Poppenb%C3%BCttel
Q1897895	Category:Marienkrankenhaus_Hamburg
Q106627786	Category:Marien-Magdalenen-Kloster_(Hamburg)
Q106605654	Category:Marienstra%C3%9Fe_(Hamburg)
Q106605655	Category:Marienterrasse_(Hamburg)
Q106605656	Category:Marienthaler_Stra%C3%9Fe_(Hamburg)
Q65240895	Category:Marion-D%C3%B6nhoff-Gymnasium_(Hamburg)
Q98843775	Category:Marktfrauen_(Karin_Hertz)
Q1739852	Category:Markthalle_Hamburg
Q11935607	Category:Marktkanal
Q1901084	Category:Marktkirche_Poppenb%C3%BCttel
Q106605657	Category:Marktstra%C3%9Fe_(Hamburg)
Q106605658	Category:Markusstra%C3%9Fe_(Hamburg)
Q114809063	Category:Marmstorfer_Poststra%C3%9Fe
Q106605659	Category:Marschnerstra%C3%9Fe_(Hamburg)
Q106605660	Category:Marschweg_(Hamburg)
Q106605661	Category:Martha-Muchow-Weg_(Hamburg)
Q114809068	Category:Marthastra%C3%9Fe_(Hamburg)
Q106605663	Category:Martin-Haller-Ring
Q114809076	Category:Martinistra%C3%9Fe_(Hamburg)
Q39839480	Category:Martin-Luther-King-Kirche_(Hamburg-Steilshoop)
Q114809069	Category:Martin-Luther-King-Platz
Q40719190	Category:Martin-Luther-Kirche_(Hamburg-Alsterdorf)
Q108566819	Category:Martin-Luther-Kirche_(Hamburg-Iserbrook)
Q114809075	Category:Martin-Luther-Stra%C3%9Fe_(Hamburg)
Q1905680	Category:Martinskirche_(Hamburg-Horn)
Q14551330	Category:Martinskirche_(Hamburg-Rahlstedt)
Q114809077	Category:Marxsenweg
Q106605665	Category:Massaquoipassage
Q106605666	Category:Mathildenstra%C3%9Fe_(Hamburg)
Q884363	Category:Matth%C3%A4uskirche_(Hamburg-Winterhude)
Q1377432	Category:Matthias-Claudius-Gymnasium_(Hamburg)
Q108566820	Category:Matthias-Claudius-Kirche_(Hamburg-Wohldorf-Ohlstedt)
Q15834412	Category:Matthias-Claudius-Kirche_Oldenfelde_(Hamburg-Rahlstedt)
Q106605667	Category:Maurienstra%C3%9Fe
Q106605668	Category:Max-Brauer-Allee
Q106857273	Category:Max-Brauer-Allee_134
Q106857351	Category:Max-Brauer-Allee_136
Q96050916	Category:Max-Brauer-Schule
Q66659669	Category:Max-Schmeling-Stadtteilschule
Q106605670	Category:Maxstra%C3%9Fe_(Hamburg)
Q56607435	Category:Maxstra%C3%9Fenbr%C3%BCcke
Q88460397	Category:Max-Traeger-Schule
Q114809080	Category:Maybachstra%C3%9Fe_(Hamburg)
Q106605679	Category:Me%C3%9Fberg_(Hamburg)
Q1545737	Category:Me%C3%9Fberghof
Q26836288	Category:Mechelnbusch
Q1916544	Category:Medizinhistorisches_Museum_Hamburg
Q106605671	Category:Meerweinstra%C3%9Fe_(Hamburg)
Q106605672	Category:Meiendorfer_M%C3%BChlenweg_(Hamburg)
Q106605673	Category:Meiendorfer_Stra%C3%9Fe
Q114809081	Category:Meiendorfer_Weg
Q108566821	Category:Melanchthonkirche_(Hamburg-Gro%C3%9F_Flottbek)
Q114809082	Category:Mellenbergweg
Q13222174	Category:Mellingbek
Q106980693	Category:Mellinpassage
Q106605674	Category:Memeler_Stra%C3%9Fe_(Hamburg)
Q106605675	Category:Memellandallee
Q113627023	Category:Memorial_to_the_1814_burning_of_Appelb%C3%BCttel_and_Marmstorf_by_the_French
Q1920279	Category:Menck_%26_Hambrock
Q106605676	Category:Mendelssohnstra%C3%9Fe_(Hamburg)
Q106605677	Category:Mendelstra%C3%9Fe_(Hamburg)
Q114809083	Category:Mengestra%C3%9Fe_(Hamburg)
Q1664659	Category:Mennonite_cemetery_in_Hamburg-Altona
Q1419819	Category:Mennonitenkirche_(Altona-Nord)
Q41793806	Category:Mercedes-Benz-Werk_Hamburg
Q106605678	Category:Merkurring_(Hamburg)
Q106605680	Category:Mesterkamp
Q106605681	Category:Methfesselstra%C3%9Fe_(Hamburg)
Q106605682	Category:Meyer-Delius-Platz
Q106605683	Category:Meyerstra%C3%9Fe_(Hamburg)
Q26690193	Category:Michaeliskirche_(Hamburg-Neugraben)
Q114809092	Category:Michaelispassage_(Hamburg)
Q106605684	Category:Michaelisstra%C3%9Fe_(Hamburg)
Q108566824	Category:Michaels-Kirche_(Hamburg-Blankenese)
Q106605685	Category:Milchstra%C3%9Fe_(Hamburg)
Q106605686	Category:Mildestieg
Q1935490	Category:Millerntor
Q339572	Category:Millerntor-Stadion
Q113815309	Category:Millerntorwache
Q1936597	Category:Mineralogisches_Museum_Hamburg
Q1454814	Category:Minerva-Brunnen_auf_dem_Altonaer_Fischmarkt
Q685524	Category:Miniatur_Wunderland
Q28381828	Category:Miramarhaus
Q21040690	Category:Missionsakademie_an_der_Universit%C3%A4t_Hamburg
Q114809101	Category:Missundestra%C3%9Fe_(Hamburg)
Q24449534	Category:Mittelweg_(Hamburg)
Q110149802	Category:Mittelweg_113_(Hamburg)
Q18629236	Category:Mittelweg_183
Q114809107	Category:Mittlerer_Landweg
Q19548062	Category:Modelleisenbahn_(Hamburg_Museum)
Q79762953	Category:Moderne_Schule_Hamburg
Q106605688	Category:Molkenbuhrstra%C3%9Fe_(Hamburg)
Q114809112	Category:Mollerstra%C3%9Fe_(Hamburg)
Q1943691	Category:Molotow_(Hamburg)
Q114809114	Category:Monetastra%C3%9Fe
Q19964020	Category:Monsun-Theater
Q109780695	Category:Montblanc_(Hamburg-Lurup)
Q107649691	Category:Montessorischule_Hamburg-Bergedorf
Q98768912	Category:Montessori-Schule_Sch%C3%A4ferkampsallee
Q11937565	Category:Moorbek_(Lottbek)
Q1946813	Category:Moorburger_Berg
Q106605691	Category:Moorburger_Burgweg_(Hamburg)
Q106605692	Category:Moorburger_Elbdeich
Q109285505	Category:Moorburger_Elbdeich_249
Q11937566	Category:Moorburger_Landscheide
Q106605693	Category:Moorende_(Hamburg)
Q100322690	Category:Moorflagengraben
Q106605694	Category:Moorfleeter_Deich
Q109639242	Category:Moorfleeter_Deich_408
Q11937563	Category:Moorfleeter_Kanal
Q1971175	Category:Moorg%C3%BCrtel
Q28712163	Category:Moorgraben_(M%C3%BChlenau)
Q106605695	Category:Moorhof
Q106605696	Category:Moorkamp_(Hamburg)
Q103842676	Category:Moorkampgraben
Q11937564	Category:Moorkanal
Q106605697	Category:Moorreye
Q106605698	Category:Moorstra%C3%9Fe_(Hamburg)
Q114809115	Category:Moorweg_(Hamburg)
Q1728944	Category:Moorweide_(Hamburg)
Q114809116	Category:Moorweidenstra%C3%9Fe_(Hamburg)
Q114240745	Category:Moorwerder_Norderdeich_90
Q11937562	Category:Moorwettern_in_Hamburg-Neuland
Q106096809	Category:Morgenstunde_(Gerhard_Brandes,_1982)
Q15471700	Category:Mortzenhaus
Q106605699	Category:Mozartstra%C3%9Fe_(Hamburg)
Q47531777	Category:Mundsburger_Br%C3%BCcke
Q106605705	Category:Mundsburger_Damm
Q106605707	Category:Mus%C3%A4usstra%C3%9Fe_(Hamburg)
Q1954642	Category:Museum_f%C3%BCr_Kommunikation_Hamburg
Q896052	Category:Museum_f%C3%BCr_Kunst_und_Gewerbe
Q832762	Category:Museum_Godeffroy
Q1954810	Category:Museumsdorf_Volksdorf
Q106605708	Category:Museumsplatz_(Hamburg)
Q107100416	Category:Museumstra%C3%9Fe_15-19_(Hamburg)
Q114809144	Category:N%C3%B6ldekestra%C3%9Fe
Q2006690	Category:N%C3%B6pps
Q106605709	Category:Nagelsweg_(Hamburg)
Q1970914	Category:Naturschutzgebiet_Die_Reit
Q63061956	Category:Naturschutzgebiet_Duvenwischen
Q14906854	Category:Naturschutzgebiet_Holzhafen
Q1971071	Category:Naturschutzgebiet_Kiebitzbrack
Q1559139	Category:Naturschutzgebiet_M%C3%BChlenberger_Loch/Ne%C3%9Fsand
Q1584978	Category:Naturschutzgebiet_Rhee
Q1971441	Category:Naturschutzgebiet_Wittenbergen
Q218603	Category:Naturschutzgebiet_Zollenspieker
Q106605710	Category:Naumannplatz_(Hamburg)
Q19297115	Category:Navigationsschule_Hamburg
Q106094995	Category:NDR-H%C3%B6rfunkstudios_Hamburg-Rothenbaum
Q1984062	Category:Ne%C3%9Fsand
Q106605711	Category:Neanderstra%C3%9Fe_(Hamburg)
Q106605712	Category:Neelsenweg
Q114809121	Category:Nehlsstra%C3%9Fe
Q106605713	Category:Nehusweg_(Hamburg)
Q114809124	Category:Nettelnburger_Stra%C3%9Fe
Q108566827	Category:Neuapostolische_Kirche_(Hamburg-Barmbek)
Q108566828	Category:Neuapostolische_Kirche_(Hamburg-Borgfelde)
Q108566829	Category:Neuapostolische_Kirche_(Hamburg-Langenhorn)
Q108566825	Category:Neuapostolische_Kirche_Abendrothsweg
Q110556378	Category:Neubau_am_Geomatikum_(Hamburg)
Q106605714	Category:Neubergerweg
Q106635130	Category:Neue_Burg_(Hamburg)
Q114809125	Category:Neue_Gr%C3%B6ningerstra%C3%9Fe
Q114809126	Category:Neue_Rabenstra%C3%9Fe
Q1979772	Category:Neue_Schule_Hamburg
Q104961642	Category:Neue_Stillhorner_Wettern
Q106605715	Category:Neue_Stra%C3%9Fe_(Hamburg)
Q114809128	Category:Neuenfelder_Stra%C3%9Fe_(Hamburg)
Q11938620	Category:Neuengammer_Durchstich
Q114809129	Category:Neuengammer_Hausdeich
Q109614236	Category:Neuengammer_Hausdeich_249
Q109653463	Category:Neuengammer_Hausdeich_97
Q11938622	Category:Neuengammer_Stichkanal
Q98075611	Category:Neuenwallfleet
Q663740	Category:Neuer_Elbtunnel
Q1980152	Category:Neuer_Jungfernstieg
Q27973301	Category:Neuer_Kamp
Q14547022	Category:Neuer_Niendorfer_Friedhof
Q1980212	Category:Neuer_Pferdemarkt
Q106605716	Category:Neuer_Steinweg_(Hamburg)
Q1980234	Category:Neuer_Wall
Q106980761	Category:Neuer_Wall_13
Q106605717	Category:Neuer_Wandrahm
Q1590384	Category:Neuer_Wandrahm_10
Q26260841	Category:Neuerwegsbr%C3%BCcke
Q48756509	Category:Neues_Krematorium_(Hamburg-Ohlsdorf)
Q11938625	Category:Neuh%C3%B6fer_Kanal
Q114809131	Category:Neuh%C3%B6fer_Stra%C3%9Fe_(Hamburg)
Q66049663	Category:Neuhof_(Hamburg)
Q106605718	Category:Neul%C3%A4nder_Elbdeich
Q110915181	Category:Neul%C3%A4nder_Elbdeich_206
Q34418025	Category:Neul%C3%A4nder_Moorwiesen
Q52356228	Category:Neul%C3%A4nder_Wettern
Q1980940	Category:Neum%C3%BChlen
Q106605721	Category:Neum%C3%BCnstersche_Stra%C3%9Fe
Q106605719	Category:Neumann-Reichardt-Stra%C3%9Fe
Q106605720	Category:Neumoorst%C3%BCck
Q106605722	Category:Neust%C3%A4dter_Neuer_Weg
Q114809133	Category:Neust%C3%A4dter_Stra%C3%9Fe_(Hamburg)
Q1622	Category:Neuwerk
Q106917236	Category:Neuwerk_radar_tower
Q114809134	Category:Neuwiedenthaler_Stra%C3%9Fe
Q106605724	Category:New-York-Ring
Q64080330	Category:New-York-Ring_6_und_6a
Q114809136	Category:New-York-Weg
Q877805	Category:Niederelbebahn
Q1986601	Category:Niederl%C3%A4ndisches_Ehrenfeld
Q105374987	Category:Niedernfelder_Br%C3%BCcke
Q114809137	Category:Niedernfelder_Ufer
Q106605725	Category:Niedernstra%C3%9Fe_(Hamburg)
Q106605726	Category:Niekampsweg_(Hamburg)
Q67120218	Category:Niels-Stensen-Gymnasium_(Hamburg)
Q114809139	Category:Niemannstra%C3%9Fe_(Hamburg)
Q1652585	Category:Niendorfer_Gehege
Q106605727	Category:Niendorfer_Marktplatz
Q1803781	Category:Nienstedtener_Friedhof
Q1989198	Category:Nienstedtener_Kirche
Q103901574	Category:Niewischgraben
Q3081	Category:Nigeh%C3%B6rn
Q108566830	Category:Nikodemuskirche_(Hamburg-Ohlsdorf)
Q1991075	Category:Nikolaifleet
Q23893802	Category:Nobelshof
Q1480053	Category:Nobistor
Q106605728	Category:Nonnenstieg_(Hamburg)
Q106605730	Category:Norbert-Schmid-Platz_in_Hamburg-Hummelsb%C3%BCttel
Q27477441	Category:Nordbake_Neuwerk
Q1997819	Category:Norddeutscher_Regattaverein
Q1997911	Category:Norderelbe
Q106605731	Category:Norderhof_(Hamburg)
Q106605732	Category:Norderkai-Ufer
Q11938935	Category:Norderloch
Q105626768	Category:Norderschule_Finkenwerder
Q106605733	Category:Norderschulweg
Q106605734	Category:Norderstra%C3%9Fe_(Hamburg)
Q106605735	Category:Nordkanalstra%C3%9Fe
Q114809140	Category:Nordmeerstra%C3%9Fe_(Hamburg)
Q114809142	Category:Nordschleswiger_Stra%C3%9Fe
Q106605736	Category:Normannenweg_(Hamburg)
Q17765644	Category:Norwegische_Seemannskirche_Hamburg
Q106605737	Category:Notkestra%C3%9Fe
Q105954837	Category:Notkestra%C3%9Fe_23
Q106605738	Category:Novalisweg
Q106605739	Category:Nydamer_Weg
Q1687945	Category:Nyegaard-Stift
Q107291509	Category:Nymphenweg_(Hamburg)
Q107245501	Category:Nymphenweg_22_(Hamburg)
Q15058336	Category:O%E2%80%99Swaldkai
Q106605740	Category:Oben_Borgfelde
Q106605741	Category:Oberaltenallee
Q29015495	Category:Oberbillwerder
Q1821457	Category:Oberfeuer_Tinsdal
Q15058216	Category:Oberhafen
Q19297473	Category:Oberhafenbr%C3%BCcke
Q18005208	Category:Oberhafenkanal
Q2009752	Category:Oberhafenkantine
Q19259073	Category:Oberpostdirektion_Hamburg
Q106605742	Category:Oberschlesische_Stra%C3%9Fe_(Hamburg)
Q106605743	Category:Oberstra%C3%9Fe_(Hamburg)
Q106605744	Category:Ochsenweberstra%C3%9Fe
Q106605745	Category:Ochsenwerder_Elbdeich
Q107377393	Category:Ochsenwerder_Elbdeich_251
Q114809159	Category:Ochsenwerder_Landscheideweg
Q106605746	Category:Ochsenwerder_Norderdeich
Q109715802	Category:Ochsenwerder_Norderdeich_210
Q106605747	Category:Oderfelder_Stra%C3%9Fe_(Hamburg)
Q114809178	Category:Oelckersallee
Q106605748	Category:Oesterleystra%C3%9Fe_(Hamburg)
Q106605749	Category:Ohkamp
Q106605750	Category:Ohkampring
Q106605751	Category:Ohlendieck
Q18629535	Category:Ohlendorff%27sche_Villa
Q106605752	Category:Ohlendorffstra%C3%9Fe_(Hamburg)
Q106605753	Category:Ohlenkamp_(Hamburg)
Q100782248	Category:Ohlmoorgraben
Q106605755	Category:Ohlsdorfer_Stra%C3%9Fe
Q98382760	Category:Ohmoorgraben
Q896171	Category:Ohnsorg-Theater
Q114809183	Category:Ohrnsweg
Q106605758	Category:Oktaviostra%C3%9Fe
Q106605759	Category:Oldenfelder_Stra%C3%9Fe
Q114809184	Category:Oldesloer_Stra%C3%9Fe_(Hamburg)
Q106690034	Category:Ole_Enn
Q106605760	Category:Olivaer_Stra%C3%9Fe
Q45588139	Category:Olympiast%C3%BCtzpunkt_Hamburg/Schleswig-Holstein
Q114809185	Category:Oortkatenweg
Q2026630	Category:Operettenhaus_(Hamburg)
Q317455	Category:Opernhaus_am_G%C3%A4nsemarkt
Q788227	Category:Opernloft
Q106605762	Category:Ophagen
Q106605763	Category:Opitzstra%C3%9Fe_(Hamburg)
Q106690030	Category:Oppelner_Stra%C3%9Fe_(Hamburg)
Q106605764	Category:Ortrudstra%C3%9Fe_(Hamburg)
Q106605765	Category:Osakaallee_(Hamburg)
Q2033164	Category:Osdorfer_Born
Q106605766	Category:Osdorfer_Landstra%C3%9Fe
Q106485367	Category:Osdorfer_M%C3%BChle
Q106605768	Category:Osdorfer_Weg
Q27477445	Category:Ostbake_Neuwerk
Q321993	Category:Osterbek
Q106605769	Category:Osterbekstra%C3%9Fe
Q106135763	Category:Osterbekstra%C3%9Fe_107
Q106605770	Category:Osterbrook_(Hamburg)
Q1382708	Category:Osterkirche_(Hamburg-Bramfeld)
Q16552799	Category:Osterkirche_(Hamburg-Ottensen)
Q106605771	Category:Osterstra%C3%9Fe_(Hamburg)
Q106605772	Category:Ostfrieslandstra%C3%9Fe_(Hamburg)
Q106605774	Category:Othmarscher_Kirchenweg
Q106977117	Category:Ottenser_Hauptstra%C3%9Fe
Q106605775	Category:Ottenser_Marktplatz
Q2041140	Category:Otto_von_Bahrenpark
Q65966990	Category:Otto-Hahn-Schule_(Hamburg)
Q106690036	Category:Otto-Speckter-Stra%C3%9Fe
Q15837868	Category:Otto-Wels-Stra%C3%9Fe_(Hamburg)
Q106605778	Category:Otzenstra%C3%9Fe_(Hamburg)
Q114809207	Category:P%C3%B6seldorfer_Weg
Q106605818	Category:P%C3%BCttenhorst
Q106605781	Category:Pagenfelder_Stra%C3%9Fe
Q2048138	Category:Palmaille
Q106605782	Category:Palmerstra%C3%9Fe_(Hamburg)
Q99618356	Category:Pannsgraben
Q1773801	Category:Panoptikum_Hamburg
Q114809188	Category:Panzerstra%C3%9Fe_(Hamburg)
Q106605783	Category:Papenhuder_Stra%C3%9Fe_(Hamburg)
Q114809189	Category:Papenkamp_(Hamburg)
Q106605784	Category:Papenstra%C3%9Fe_(Hamburg)
Q106605785	Category:Pappelallee_(Hamburg)
Q106605786	Category:Parkallee_(Hamburg)
Q114809191	Category:Parkstra%C3%9Fe_(Hamburg)
Q64577227	Category:Paul-Gerhardt-Kirche_(Hamburg-Bahrenfeld)
Q108566831	Category:Paul-Gerhardt-Kirche_(Hamburg-Wilhelmsburg)
Q108307610	Category:Paul-Gerhardt-Kirche_(Hamburg-Wilstorf)
Q54339437	Category:Paul-Gerhardt-Kirche_(Hamburg-Winterhude)
Q106605790	Category:Paulinenstra%C3%9Fe_(Hamburg)
Q106605787	Category:Paul-Nevermann-Platz_(Altona)
Q106605788	Category:Paul-Roosen-Stra%C3%9Fe
Q106605789	Category:Paul-Sorge-Stra%C3%9Fe
Q108566832	Category:Pauluskirche_(Hamburg-Hamm)
Q106605791	Category:Pelzerstra%C3%9Fe_(Hamburg)
Q106605792	Category:Peperm%C3%B6lenbek
Q106605793	Category:Pergamentweg
Q106605794	Category:Perlstieg
Q104884105	Category:Pestalozzi-Schule_(Hamburg)
Q114809192	Category:Pestalozzistra%C3%9Fe_(Hamburg)
Q96655791	Category:Peterstra%C3%9Fe_(Hamburg)
Q101421672	Category:Petruskirche_(Hamburg-Lokstedt)
Q11941364	Category:Peutekanal
Q114809194	Category:Peutestra%C3%9Fe
Q18629838	Category:Pfeilerbahn_(Hamburg)
Q106605795	Category:Pfenningsbusch
Q67143746	Category:Pferd-Akrobatin_(Gisela_Engelin-Hommes)_Meiendorf_(Hamburg-Rahlstedt)
Q112277937	Category:Pferdestall_(Universit%C3%A4t_Hamburg)
Q106605796	Category:Pfingstberg_(Hamburg)
Q62998758	Category:Philemon-Kirche_(Hamburg-Hummelsb%C3%BCttel)
Q108566834	Category:Philippuskirche_(Hamburg-Eimsb%C3%BCttel)
Q108566835	Category:Philippuskirche_(Hamburg-Horn)
Q2088197	Category:Philosophenturm_(Hamburg)
Q114809196	Category:Philosophenweg_(Hamburg)
Q99735910	Category:Phoenixhof
Q66004225	Category:Phorms-Schule_Hamburg
Q106605797	Category:Pickhuben_(Hamburg)
Q113212013	Category:Pickhubenbr%C3%BCcke
Q106605798	Category:Pilatuspool
Q76307530	Category:Pinguinbrunnen_(Hamburg)
Q106605799	Category:Pinnasberg
Q114809197	Category:Pinneberger_Stra%C3%9Fe_(Hamburg)
Q2030268	Category:Pipe_organs_of_St._Michaelis_(Hamburg)
Q114809199	Category:Pl%C3%B6ner_Stra%C3%9Fe_(Hamburg)
Q106605800	Category:Platz_der_Deutschen_Einheit_(Hamburg)
Q106605801	Category:Platz_der_J%C3%BCdischen_Deportierten
Q19298641	Category:Platz_der_Republik_(Hamburg)
Q106605812	Category:Po%C3%9Fmoorweg
Q106605802	Category:Poelchaukamp
Q106605803	Category:Poggenm%C3%BChle
